transaction_id,company_name,date,amount,type,description
493,Jaimes-Quintero S.A.S.,2024-12-24,347828.97,DEBIT,Dignissimos voluptas nostrum.
494,"Buitrago, García and García S.A.S.",2024-01-17,942071.71,DEBIT,Quas quisquam assumenda illum.
495,"García, Castro and Rendón S.A.S.",2020-08-10,173351.39,CREDIT,Dolorem laborum accusantium accusantium corrupti ad.
496,"Pacheco, Velandia and Ávila S.A.S.",2023-10-27,398473.3,DEBIT,Dolorem sunt laboriosam.
497,Muñoz LLC S.A.S.,2024-09-13,854434.0,CREDIT,Consequatur minima dicta magnam eos rem.
498,Vargas-Álvarez S.A.S.,2023-07-24,329754.49,CREDIT,Dolore quaerat dolorum esse.
499,Garcés-Buitrago S.A.S.,2022-05-23,779200.93,CREDIT,Illum aspernatur odio deleniti voluptatem.
500,"Gómez, Sanabria and Pulido S.A.S.",2025-04-27,627834.65,DEBIT,Ut veritatis aliquam amet.
501,"Reyes, Álvarez and Hernández S.A.S.",2020-11-24,161597.27,DEBIT,Quis commodi dicta.
502,"Reyes, Álvarez and Hernández S.A.S.",2022-09-22,812814.28,DEBIT,Tempora doloremque cumque quidem itaque.
503,Mosquera-Medina S.A.S.,2022-11-13,263843.0,CREDIT,Perspiciatis illo earum.
504,"Gómez, Sanabria and Pulido S.A.S.",2021-05-01,744248.39,CREDIT,Quidem culpa inventore.
505,"García, Castro and Rendón S.A.S.",2023-03-20,720495.65,DEBIT,Beatae aspernatur repellendus non nulla.
506,Ramírez LLC S.A.S.,2022-08-19,561623.54,DEBIT,Consectetur quaerat nesciunt laudantium recusandae.
507,Jaimes-Quintero S.A.S.,2021-01-23,701087.83,DEBIT,Non fuga saepe assumenda amet.
508,Mosquera-Medina S.A.S.,2022-12-25,879290.66,DEBIT,Tempora consequatur necessitatibus delectus.
509,Muñoz LLC S.A.S.,2024-02-06,67774.91,DEBIT,Error rerum voluptatem inventore velit libero.
510,Rodríguez-Martínez S.A.S.,2024-02-26,96304.22,DEBIT,Consequatur iusto excepturi praesentium dolores.
511,"Buitrago, García and García S.A.S.",2023-11-23,185723.92,DEBIT,Nesciunt minus provident pariatur.
512,Calderón and Sons S.A.S.,2020-12-22,568781.44,CREDIT,Eaque nemo ducimus sunt aliquam ratione.
513,"Gómez, Sanabria and Pulido S.A.S.",2020-09-06,459650.78,CREDIT,Rerum corporis ipsa.
514,Calderón and Sons S.A.S.,2023-10-23,850471.64,CREDIT,Magnam deleniti voluptatibus voluptatibus quis.
515,"Buitrago, García and García S.A.S.",2024-06-04,543029.73,CREDIT,Suscipit ut molestiae distinctio ipsum.
516,Castro-Flórez S.A.S.,2024-08-29,678928.63,CREDIT,Accusamus hic tempora voluptatibus nobis a.
517,Ramírez LLC S.A.S.,2023-03-03,412909.84,CREDIT,In natus sunt.
518,Durán-Bernal S.A.S.,2023-09-27,7294.25,DEBIT,Natus dolorem quis.
519,"Buitrago, García and García S.A.S.",2020-12-08,667009.07,DEBIT,Mollitia ad totam.
520,"Palacios, Becerra and Rodríguez S.A.S.",2022-07-10,796713.61,DEBIT,Est enim dolorem velit quisquam dolore.
521,"Galvis, Ramírez and Angarita S.A.S.",2022-05-14,893127.17,DEBIT,Eius similique veniam amet.
522,Rodríguez-Martínez S.A.S.,2023-12-08,449478.74,DEBIT,Sit minus quibusdam quia.
523,"Palacios, Becerra and Rodríguez S.A.S.",2022-05-31,858656.12,CREDIT,Ut commodi commodi esse asperiores ipsa.
524,"Gómez, Sanabria and Pulido S.A.S.",2020-12-08,490047.68,CREDIT,Odit laborum consequuntur soluta.
525,Flórez Ltd S.A.S.,2021-01-08,494746.58,DEBIT,Sapiente molestias rerum.
526,Rodríguez-Martínez S.A.S.,2024-11-21,151285.52,DEBIT,Illo nemo cumque facere.
527,Mosquera-Medina S.A.S.,2021-11-26,785203.4,DEBIT,Repellendus hic quo perspiciatis.
528,"Galvis, Ramírez and Angarita S.A.S.",2023-03-19,488728.88,DEBIT,Tenetur molestias quidem praesentium.
529,Portilla-Palacios S.A.S.,2025-06-10,118144.7,CREDIT,Provident eum laborum molestias in.
530,Durán-Bernal S.A.S.,2023-07-18,304877.64,CREDIT,Repudiandae cupiditate eos blanditiis facilis.
531,Gómez-Cardozo S.A.S.,2022-09-08,98309.72,CREDIT,Magni commodi voluptas.
532,Castro-Flórez S.A.S.,2023-08-23,29790.1,DEBIT,Doloribus recusandae nulla.
533,"Galvis, Ramírez and Angarita S.A.S.",2023-05-20,385201.62,CREDIT,Perspiciatis provident sequi soluta occaecati.
534,"Gómez, Sanabria and Pulido S.A.S.",2020-10-23,769677.46,CREDIT,Quisquam distinctio distinctio hic perspiciatis.
535,Reyes-Zambrano S.A.S.,2023-08-08,188163.06,DEBIT,Reprehenderit veniam non autem tenetur.
536,Durán-Bernal S.A.S.,2020-09-04,713919.75,DEBIT,Ea veniam accusamus nulla id sapiente.
537,Mosquera-Medina S.A.S.,2022-01-31,605678.09,DEBIT,Amet iure consectetur.
538,González Inc S.A.S.,2020-12-14,743873.16,DEBIT,Neque quam vitae.
539,Posada-Peña S.A.S.,2022-05-16,236336.56,DEBIT,Rem beatae placeat atque modi.
540,"Reyes, Álvarez and Hernández S.A.S.",2021-06-02,953224.43,CREDIT,Ut voluptates ratione.
541,"García, Castro and Rendón S.A.S.",2021-06-04,782841.89,CREDIT,Atque asperiores doloribus maiores similique.
542,"Reyes, Álvarez and Hernández S.A.S.",2023-01-31,524316.95,DEBIT,Velit eaque ab error repudiandae quas.
543,Gómez-Cardozo S.A.S.,2023-08-25,47487.36,CREDIT,Doloribus recusandae pariatur dolorum.
544,"Galvis, Ramírez and Angarita S.A.S.",2021-02-16,811923.16,CREDIT,Nulla iste soluta quidem.
545,Mosquera-Medina S.A.S.,2022-08-03,367249.94,DEBIT,Eos delectus harum consequatur.
546,Flórez Ltd S.A.S.,2023-07-05,644294.35,CREDIT,Dolor aut at harum adipisci harum.
547,Mosquera-Medina S.A.S.,2022-01-05,231960.95,CREDIT,Quo modi blanditiis natus ut qui.
548,Gómez-Cardozo S.A.S.,2021-07-24,996702.16,DEBIT,Unde quisquam deleniti ratione ex quaerat.
549,Durán-Bernal S.A.S.,2023-12-07,991732.91,CREDIT,Suscipit amet voluptatem.
550,Mosquera-Medina S.A.S.,2023-09-02,22713.25,CREDIT,Voluptate totam occaecati ad sit.
551,Mosquera-Medina S.A.S.,2025-02-10,198803.96,CREDIT,Molestiae voluptates modi.
552,Gómez-Cardozo S.A.S.,2024-12-09,911752.99,CREDIT,Quod mollitia sequi iste nam.
553,Oviedo-Domínguez S.A.S.,2024-09-26,298451.05,CREDIT,Maiores veniam quae quam distinctio.
554,"Buitrago, García and García S.A.S.",2023-09-30,978978.89,CREDIT,Fugit ipsa vero soluta sapiente.
555,Garcés-Buitrago S.A.S.,2020-08-06,26467.28,CREDIT,Quaerat dolores aspernatur.
556,"Buitrago, García and García S.A.S.",2025-04-05,659431.45,DEBIT,Quaerat sed iure similique rerum.
557,Mosquera-Medina S.A.S.,2022-11-30,341448.92,DEBIT,Porro explicabo perferendis omnis architecto.
558,Vargas-Álvarez S.A.S.,2021-06-21,924534.19,DEBIT,Quasi quos asperiores quo cumque optio laudantium.
559,Flórez Ltd S.A.S.,2024-08-12,316787.0,DEBIT,Neque odio esse alias.
560,Reyes-Zambrano S.A.S.,2021-04-27,305132.78,DEBIT,Perferendis aspernatur mollitia.
561,"Reyes, Álvarez and Hernández S.A.S.",2022-04-04,951721.6,DEBIT,Cum quidem ab suscipit quidem.
562,"Palacios, Becerra and Rodríguez S.A.S.",2024-01-02,768732.89,DEBIT,Fugit explicabo corrupti vitae.
563,Posada-Peña S.A.S.,2023-06-22,748811.36,CREDIT,Assumenda explicabo ullam quo soluta.
564,Gómez-Cardozo S.A.S.,2021-10-01,169907.07,DEBIT,Optio et officiis consequuntur nam adipisci.
565,Portilla-Palacios S.A.S.,2023-09-19,591365.75,CREDIT,Officia animi numquam.
566,Ramírez LLC S.A.S.,2023-02-17,618650.21,DEBIT,Perspiciatis blanditiis tempora voluptate.
567,Jaimes-Quintero S.A.S.,2023-06-23,161759.04,CREDIT,Dolores dolor necessitatibus laboriosam vitae.
568,Castro-Flórez S.A.S.,2024-11-23,62512.82,DEBIT,Doloribus eligendi occaecati commodi debitis reiciendis.
569,"Reyes, Álvarez and Hernández S.A.S.",2022-03-13,601508.66,DEBIT,Id vitae porro repellendus.
570,Durán-Bernal S.A.S.,2021-02-07,926185.52,DEBIT,Iure eius nobis delectus voluptas.
571,Vargas-Álvarez S.A.S.,2024-09-06,458181.03,DEBIT,Quos consectetur nihil.
572,"García, Castro and Rendón S.A.S.",2024-09-02,748169.25,CREDIT,Nostrum maxime impedit excepturi.
573,Garcés-Buitrago S.A.S.,2020-06-19,273200.84,CREDIT,Vero sint facere.
574,"Buitrago, García and García S.A.S.",2023-09-13,568178.19,DEBIT,Quam excepturi reprehenderit dolore.
575,"García, Castro and Rendón S.A.S.",2020-12-22,425686.54,CREDIT,Magnam magni aperiam.
576,Gil-Salazar S.A.S.,2021-06-18,535331.3,CREDIT,Architecto quis molestias beatae.
577,"Buitrago, García and García S.A.S.",2021-09-07,452413.97,CREDIT,Quas ducimus commodi repellendus nulla pariatur.
578,"Palacios, Becerra and Rodríguez S.A.S.",2022-08-16,842016.62,DEBIT,Nam consequuntur reprehenderit consectetur necessitatibus.
579,Oviedo-Domínguez S.A.S.,2022-08-09,43380.14,CREDIT,Explicabo explicabo ullam excepturi.
580,Jaimes-Quintero S.A.S.,2022-11-21,830225.83,CREDIT,Perspiciatis porro repellendus itaque.
581,"Buitrago, García and García S.A.S.",2022-06-20,452177.97,DEBIT,Ea tenetur velit consequuntur quibusdam quasi.
582,Castro-Flórez S.A.S.,2022-03-02,417024.69,CREDIT,Consectetur ab velit.
583,"Reyes, Álvarez and Hernández S.A.S.",2021-08-09,355638.67,DEBIT,Enim optio esse eaque ab.
584,Posada-Peña S.A.S.,2024-05-19,731904.57,CREDIT,Accusamus voluptas reprehenderit nobis.
585,"Pacheco, Velandia and Ávila S.A.S.",2025-04-04,688651.64,CREDIT,Doloribus quos consectetur quos.
586,"Galvis, Ramírez and Angarita S.A.S.",2020-06-22,385376.41,DEBIT,Temporibus quas possimus distinctio.
587,Oviedo-Domínguez S.A.S.,2022-12-28,349842.01,CREDIT,Velit minima voluptatum ducimus.
588,"Gómez, Sanabria and Pulido S.A.S.",2025-03-20,228528.32,CREDIT,Velit a harum suscipit rem.
589,"Galvis, Ramírez and Angarita S.A.S.",2025-02-01,542402.45,DEBIT,Placeat quaerat quae unde.
590,Garcés-Buitrago S.A.S.,2024-10-09,824001.61,CREDIT,Tempore optio excepturi ut officiis quod.
591,Rodríguez-Martínez S.A.S.,2020-08-21,493040.5,CREDIT,Occaecati id fugit quo consequatur.
592,Flórez Ltd S.A.S.,2023-10-14,48255.85,CREDIT,Quo quis quo eius.
593,Portilla-Palacios S.A.S.,2023-01-18,647440.61,DEBIT,Unde ex tempora tempora dicta.
594,Flórez Ltd S.A.S.,2021-03-31,360111.25,DEBIT,Corrupti nihil voluptate velit saepe.
595,Garcés-Buitrago S.A.S.,2022-11-10,632215.65,DEBIT,Non aut fuga.
596,Garcés-Buitrago S.A.S.,2021-10-06,446524.32,DEBIT,Vitae qui dolorum aperiam.
597,Calderón and Sons S.A.S.,2020-12-13,854863.63,DEBIT,Qui suscipit cum.
598,"Buitrago, García and García S.A.S.",2022-04-11,199403.64,CREDIT,Explicabo hic quibusdam vel libero.
599,Portilla-Palacios S.A.S.,2022-09-21,305392.95,CREDIT,Reiciendis aspernatur dicta perspiciatis.
600,Flórez Ltd S.A.S.,2021-12-21,594538.85,CREDIT,Deserunt iste hic.
601,Garcés-Buitrago S.A.S.,2023-07-17,894213.7,DEBIT,Praesentium sequi ut eligendi veritatis accusamus.
602,Reyes-Zambrano S.A.S.,2024-10-04,444398.58,DEBIT,Quibusdam incidunt nam aliquid reprehenderit labore.
603,Gil-Salazar S.A.S.,2024-04-10,224233.69,CREDIT,Perferendis laudantium labore provident.
604,Muñoz LLC S.A.S.,2023-07-01,525743.44,DEBIT,Minus sint ea et et perspiciatis.
605,Muñoz LLC S.A.S.,2021-04-04,530212.72,CREDIT,Maiores architecto accusamus error animi iusto.
606,Castro-Flórez S.A.S.,2022-09-30,607698.36,DEBIT,Ipsum deleniti error reiciendis culpa.
607,Oviedo-Domínguez S.A.S.,2024-10-05,367755.89,DEBIT,Pariatur hic temporibus sit earum dolor.
608,Posada-Peña S.A.S.,2021-11-29,832073.49,CREDIT,Consectetur vero cumque error doloremque.
609,Rodríguez-Martínez S.A.S.,2024-06-05,645622.68,DEBIT,Voluptate aspernatur error ea.
610,"Buitrago, García and García S.A.S.",2021-09-26,637874.72,CREDIT,Impedit dicta odio illo eligendi natus.
611,Oviedo-Domínguez S.A.S.,2020-12-18,903521.72,DEBIT,Magni asperiores vero.
612,"Gómez, Sanabria and Pulido S.A.S.",2021-05-31,679380.37,CREDIT,Numquam amet nisi odit neque.
613,Gil-Salazar S.A.S.,2021-12-06,869628.37,DEBIT,Sunt nihil temporibus cumque ullam quisquam.
614,Posada-Peña S.A.S.,2024-10-08,841752.06,DEBIT,Aliquam provident in minus.
615,Portilla-Palacios S.A.S.,2020-12-20,922601.09,CREDIT,Accusantium perferendis provident quaerat.
616,Calderón and Sons S.A.S.,2024-08-10,268496.22,DEBIT,Beatae necessitatibus nam.
617,"Reyes, Álvarez and Hernández S.A.S.",2022-12-30,838329.82,DEBIT,Assumenda pariatur soluta eaque quas.
618,González Inc S.A.S.,2025-01-08,256086.93,DEBIT,Qui ducimus a voluptas.
619,Ramírez LLC S.A.S.,2021-06-02,558371.99,CREDIT,Placeat ea error.
620,Oviedo-Domínguez S.A.S.,2021-03-19,757422.13,DEBIT,Suscipit enim doloremque accusamus commodi ex.
621,Posada-Peña S.A.S.,2022-08-06,833621.17,DEBIT,Provident quibusdam iure exercitationem voluptatem.
622,"Reyes, Álvarez and Hernández S.A.S.",2024-10-15,308486.6,CREDIT,Cumque esse fugit porro cum dolore.
623,Vargas-Álvarez S.A.S.,2024-01-29,430547.02,CREDIT,Dolores laborum consequuntur.
624,Rodríguez-Martínez S.A.S.,2021-02-07,937515.43,CREDIT,Earum eligendi voluptates minus ab.
625,Mosquera-Medina S.A.S.,2021-09-11,746107.54,DEBIT,Quisquam nihil quos earum.
626,"Reyes, Álvarez and Hernández S.A.S.",2022-11-21,389333.13,CREDIT,Hic ipsam commodi est quaerat.
627,Gil-Salazar S.A.S.,2024-04-15,816405.16,DEBIT,Quas eos nobis.
628,Jaimes-Quintero S.A.S.,2020-11-03,500102.68,CREDIT,Ratione nesciunt qui.
629,Posada-Peña S.A.S.,2020-06-27,155487.81,DEBIT,Aperiam iste accusamus aliquam aspernatur.
630,"Buitrago, García and García S.A.S.",2024-09-15,840017.04,CREDIT,Quas impedit sed.
631,Posada-Peña S.A.S.,2022-12-11,171314.05,CREDIT,Temporibus omnis voluptates odit.
632,"Galvis, Ramírez and Angarita S.A.S.",2022-03-26,535294.78,DEBIT,Repellendus voluptatibus saepe non.
633,Mosquera-Medina S.A.S.,2022-06-15,631340.07,DEBIT,Quaerat aperiam nulla sunt odio.
634,Portilla-Palacios S.A.S.,2021-08-22,227324.69,CREDIT,Sed eaque modi esse odit neque quisquam.
635,Jaimes-Quintero S.A.S.,2023-06-09,494406.9,CREDIT,Sed cum explicabo quas debitis tempore.
636,Durán-Bernal S.A.S.,2024-11-03,555474.76,DEBIT,Autem reiciendis nulla aut iusto dolorum.
637,Reyes-Zambrano S.A.S.,2021-10-21,899924.73,CREDIT,Accusantium amet asperiores.
638,Castro-Flórez S.A.S.,2023-11-08,779018.21,DEBIT,Quidem excepturi minima illo.
639,Flórez Ltd S.A.S.,2024-12-19,36326.27,DEBIT,Sint architecto placeat non inventore.
640,Jaimes-Quintero S.A.S.,2022-03-13,405905.88,CREDIT,Eius possimus suscipit.
641,"Gómez, Sanabria and Pulido S.A.S.",2024-06-26,929313.48,CREDIT,Consequatur deleniti molestias aut.
642,Gómez-Cardozo S.A.S.,2024-12-12,162116.18,CREDIT,Facere rerum aut.
643,González Inc S.A.S.,2020-09-07,782085.58,DEBIT,Totam repellendus perspiciatis placeat.
644,Muñoz LLC S.A.S.,2021-10-30,248183.76,CREDIT,Quisquam est consequatur.
645,"Palacios, Becerra and Rodríguez S.A.S.",2021-09-05,491205.88,DEBIT,Doloribus veritatis laborum temporibus sit quae.
646,"Gómez, Sanabria and Pulido S.A.S.",2022-11-16,331341.9,DEBIT,Facilis eaque non expedita voluptas.
647,"Reyes, Álvarez and Hernández S.A.S.",2025-06-02,70982.52,DEBIT,Accusamus nemo est voluptatibus unde.
648,Castro-Flórez S.A.S.,2023-04-14,588742.11,DEBIT,Quod eligendi voluptas provident perferendis.
649,Vargas-Álvarez S.A.S.,2020-07-16,458414.53,CREDIT,Repellat reiciendis magni assumenda distinctio unde inventore.
650,Mosquera-Medina S.A.S.,2022-11-17,497314.61,CREDIT,Necessitatibus blanditiis molestias quibusdam iusto.
651,"Reyes, Álvarez and Hernández S.A.S.",2021-11-19,769566.83,CREDIT,Rerum voluptatum eos suscipit.
652,Garcés-Buitrago S.A.S.,2025-03-03,255401.4,DEBIT,Quidem sequi mollitia reiciendis nemo.
653,Ramírez LLC S.A.S.,2021-10-30,189298.86,CREDIT,Modi fugit amet aspernatur maiores earum.
654,Ramírez LLC S.A.S.,2024-07-18,26244.81,CREDIT,Eos possimus in.
655,Ramírez LLC S.A.S.,2024-08-05,695665.64,DEBIT,Reprehenderit suscipit ut nobis ipsam fugit.
656,"Palacios, Becerra and Rodríguez S.A.S.",2021-10-03,319541.47,DEBIT,Ipsam laborum fugiat.
657,Garcés-Buitrago S.A.S.,2025-03-08,790141.1,DEBIT,Officiis facere saepe.
658,Gil-Salazar S.A.S.,2020-11-15,338761.75,DEBIT,Aperiam eius hic voluptatem doloremque.
659,"García, Castro and Rendón S.A.S.",2021-08-16,544625.98,DEBIT,Deleniti aliquid tempora praesentium voluptatum maiores.
660,Jaimes-Quintero S.A.S.,2022-09-19,284070.66,DEBIT,Omnis eligendi voluptatibus corporis excepturi.
661,Posada-Peña S.A.S.,2024-11-21,269855.27,DEBIT,Id occaecati possimus sunt libero delectus.
662,González Inc S.A.S.,2024-04-12,680974.86,CREDIT,Labore modi perferendis ex eos dolorum.
663,Durán-Bernal S.A.S.,2022-02-01,712459.54,CREDIT,Esse vitae ducimus.
664,Jaimes-Quintero S.A.S.,2023-10-12,841921.81,CREDIT,Cupiditate tempore assumenda impedit.
665,González Inc S.A.S.,2023-08-20,893983.46,CREDIT,Ex facere delectus eveniet dolorum nisi.
666,Reyes-Zambrano S.A.S.,2023-01-27,768300.01,CREDIT,Est itaque veniam eaque iusto officia.
667,Muñoz LLC S.A.S.,2022-09-01,2624.5,DEBIT,Tenetur quis provident nobis ipsa voluptate.
668,Gómez-Cardozo S.A.S.,2024-09-24,773709.17,CREDIT,Ipsa odio voluptatibus hic adipisci totam.
669,Durán-Bernal S.A.S.,2021-05-14,327063.99,CREDIT,Porro alias dolorem in consequuntur ut.
670,Portilla-Palacios S.A.S.,2024-12-07,8901.74,CREDIT,Harum deserunt enim maxime.
671,Mosquera-Medina S.A.S.,2024-09-08,651676.23,CREDIT,Quo consequuntur exercitationem suscipit.
672,Muñoz LLC S.A.S.,2024-04-27,203740.95,DEBIT,Ut magni veniam illo accusantium.
673,Vargas-Álvarez S.A.S.,2021-03-29,51572.09,DEBIT,Rerum exercitationem ex harum asperiores.
674,Reyes-Zambrano S.A.S.,2024-06-13,852980.48,CREDIT,Modi repellendus optio optio provident quam.
675,Garcés-Buitrago S.A.S.,2021-01-23,394982.14,CREDIT,Incidunt eum cum ad magni corporis.
676,Oviedo-Domínguez S.A.S.,2025-02-24,600312.65,CREDIT,Voluptate beatae beatae dicta atque nobis.
677,"García, Castro and Rendón S.A.S.",2024-11-23,625275.1,DEBIT,Velit nulla vel perspiciatis adipisci.
678,"García, Castro and Rendón S.A.S.",2025-05-17,82172.06,DEBIT,Delectus dicta ab.
679,Posada-Peña S.A.S.,2020-08-31,951731.63,CREDIT,Necessitatibus eligendi labore est.
680,"Buitrago, García and García S.A.S.",2023-01-16,913576.48,CREDIT,Eligendi temporibus nesciunt recusandae sunt.
681,Garcés-Buitrago S.A.S.,2021-12-28,32837.45,DEBIT,Quisquam doloribus esse voluptates iste culpa.
682,Gómez-Cardozo S.A.S.,2023-12-09,716871.76,DEBIT,Labore non similique culpa consectetur fuga.
683,Posada-Peña S.A.S.,2021-07-31,536182.7,CREDIT,A molestiae ipsum error molestias quia.
684,"Palacios, Becerra and Rodríguez S.A.S.",2022-04-26,823661.53,CREDIT,Et vitae corrupti beatae optio cupiditate.
685,"Galvis, Ramírez and Angarita S.A.S.",2021-02-02,414854.0,CREDIT,Voluptas dolorum a eveniet quam neque.
686,Gómez-Cardozo S.A.S.,2021-07-04,555762.32,DEBIT,Impedit dicta repellendus accusantium nam tempore.
687,Rodríguez-Martínez S.A.S.,2022-01-03,705554.28,CREDIT,Non dicta possimus deserunt.
688,Ramírez LLC S.A.S.,2023-07-26,644077.98,DEBIT,Quibusdam impedit impedit accusantium ducimus exercitationem.
689,Portilla-Palacios S.A.S.,2022-12-27,783704.56,CREDIT,Blanditiis distinctio facilis id dolores.
690,Calderón and Sons S.A.S.,2024-09-11,409282.1,CREDIT,Cumque cumque quod eos.
691,"Galvis, Ramírez and Angarita S.A.S.",2022-11-30,209041.08,DEBIT,Quo provident maiores possimus aspernatur.
692,Oviedo-Domínguez S.A.S.,2021-06-16,562041.31,DEBIT,Enim eos molestias.
693,Castro-Flórez S.A.S.,2020-08-02,929866.65,CREDIT,Sed totam natus dolore odit.
694,Reyes-Zambrano S.A.S.,2021-10-04,344869.37,CREDIT,Assumenda voluptatem sit exercitationem odio omnis.
695,"Palacios, Becerra and Rodríguez S.A.S.",2022-06-30,562283.25,DEBIT,Asperiores distinctio ab ipsam saepe.
696,"Pacheco, Velandia and Ávila S.A.S.",2024-12-05,599857.41,DEBIT,Debitis non asperiores.
697,Gil-Salazar S.A.S.,2025-04-29,586615.17,CREDIT,Porro voluptatem inventore id accusamus.
698,Portilla-Palacios S.A.S.,2020-07-02,1061.06,CREDIT,Quisquam eius non perspiciatis.
699,"Gómez, Sanabria and Pulido S.A.S.",2023-02-24,404986.44,DEBIT,Atque deleniti sapiente assumenda saepe.
700,Calderón and Sons S.A.S.,2025-02-03,156780.31,CREDIT,Mollitia nisi velit vero quas.
701,Reyes-Zambrano S.A.S.,2024-06-03,839778.33,DEBIT,Molestiae error iure perferendis tempora.
702,Flórez Ltd S.A.S.,2025-01-12,87321.69,DEBIT,Adipisci assumenda accusamus.
703,Castro-Flórez S.A.S.,2023-02-20,553173.43,DEBIT,Minima optio est.
704,Calderón and Sons S.A.S.,2025-05-18,85613.48,CREDIT,Non illum vitae hic quae amet.
705,"Palacios, Becerra and Rodríguez S.A.S.",2024-11-02,179260.87,DEBIT,Veritatis itaque est natus.
706,"García, Castro and Rendón S.A.S.",2021-02-20,687056.88,DEBIT,Molestiae cum perferendis est.
707,Gómez-Cardozo S.A.S.,2023-08-25,177110.05,CREDIT,Inventore voluptatibus rem dolore vel necessitatibus.
708,Posada-Peña S.A.S.,2024-05-16,850114.41,CREDIT,Dignissimos modi vitae quos.
709,Garcés-Buitrago S.A.S.,2025-01-09,455250.52,DEBIT,Ullam quae eos.
710,Castro-Flórez S.A.S.,2021-06-17,711964.59,DEBIT,Aperiam ducimus aliquam odio fugiat.
711,"Palacios, Becerra and Rodríguez S.A.S.",2022-10-19,877472.56,CREDIT,Soluta voluptates deserunt.
712,Reyes-Zambrano S.A.S.,2022-08-08,870910.79,DEBIT,Mollitia delectus quas optio.
713,Gómez-Cardozo S.A.S.,2023-12-03,292812.14,DEBIT,Cumque accusantium quibusdam repudiandae amet.
714,Gil-Salazar S.A.S.,2021-03-27,176362.92,DEBIT,Magni earum dolor dignissimos maxime rerum.
715,Castro-Flórez S.A.S.,2021-02-26,748682.69,CREDIT,Reiciendis nulla facilis saepe natus.
716,Portilla-Palacios S.A.S.,2021-06-30,218422.67,DEBIT,Deserunt accusantium quo maxime.
717,González Inc S.A.S.,2021-10-13,181802.16,DEBIT,Debitis repellat corporis.
718,Vargas-Álvarez S.A.S.,2022-02-04,891274.21,CREDIT,Explicabo suscipit adipisci esse tempore.
719,"García, Castro and Rendón S.A.S.",2024-03-26,596546.32,DEBIT,Nihil sunt tempore.
720,"Palacios, Becerra and Rodríguez S.A.S.",2022-05-06,111507.21,DEBIT,Ratione eligendi accusamus suscipit iste.
721,Gómez-Cardozo S.A.S.,2024-06-28,572088.92,CREDIT,Magni est possimus.
722,Castro-Flórez S.A.S.,2023-10-03,577568.15,DEBIT,Saepe velit pariatur id blanditiis.
723,Ramírez LLC S.A.S.,2023-03-20,666012.18,DEBIT,Autem qui sapiente.
724,Garcés-Buitrago S.A.S.,2022-06-30,685263.22,DEBIT,Temporibus ex dicta magni.
725,"García, Castro and Rendón S.A.S.",2021-06-27,872697.43,CREDIT,Architecto nobis iure harum assumenda.
726,Rodríguez-Martínez S.A.S.,2021-01-22,966435.64,CREDIT,Quam quia deserunt exercitationem quasi ab.
727,Vargas-Álvarez S.A.S.,2023-01-27,4639.54,DEBIT,Accusantium consectetur voluptatem magni.
728,Rodríguez-Martínez S.A.S.,2025-01-27,586558.39,CREDIT,Tempore temporibus temporibus quaerat.
729,Gil-Salazar S.A.S.,2023-03-27,785114.98,DEBIT,Laborum unde quasi.
730,Reyes-Zambrano S.A.S.,2020-11-26,492833.23,CREDIT,Aut doloribus nulla hic iusto porro.
731,Posada-Peña S.A.S.,2021-05-13,761082.48,CREDIT,Minus enim iusto nihil magnam.
732,"Palacios, Becerra and Rodríguez S.A.S.",2024-06-23,760791.12,CREDIT,Quidem aliquid ipsam minima.
733,Gómez-Cardozo S.A.S.,2023-01-31,973603.6,CREDIT,Amet velit mollitia libero.
734,Gil-Salazar S.A.S.,2021-11-17,388714.13,CREDIT,Eum totam dolores culpa.
735,"García, Castro and Rendón S.A.S.",2023-10-28,139787.99,CREDIT,Illo nemo quibusdam impedit.
736,Ramírez LLC S.A.S.,2022-11-21,200887.37,CREDIT,Ducimus ipsum perspiciatis ab.
737,Mosquera-Medina S.A.S.,2022-11-11,163204.18,CREDIT,Velit quas repellendus perferendis.
738,Oviedo-Domínguez S.A.S.,2024-04-29,450323.73,CREDIT,Aspernatur commodi nobis temporibus quo ipsam.
739,"García, Castro and Rendón S.A.S.",2024-02-11,666991.18,CREDIT,Vitae quos eligendi quidem rem cum.
740,Vargas-Álvarez S.A.S.,2020-09-20,156821.42,DEBIT,Nihil perspiciatis nam.
741,"Buitrago, García and García S.A.S.",2021-11-17,158757.75,CREDIT,A commodi saepe cumque.
742,Ramírez LLC S.A.S.,2025-04-23,995185.21,CREDIT,Odio iure ex fugit veniam quo.
743,González Inc S.A.S.,2022-05-29,270320.59,CREDIT,Animi aliquam ab consectetur at vel.
744,Jaimes-Quintero S.A.S.,2023-04-26,497232.42,CREDIT,Quia est veniam similique illo.
745,Rodríguez-Martínez S.A.S.,2024-12-21,293476.2,CREDIT,Vitae odit et consequatur.
746,Rodríguez-Martínez S.A.S.,2023-03-07,789220.83,DEBIT,Similique consequatur consequuntur maxime architecto recusandae.
747,González Inc S.A.S.,2020-11-20,789994.88,CREDIT,Similique dolorum blanditiis rerum.
748,Flórez Ltd S.A.S.,2020-08-18,597538.63,CREDIT,Officiis aspernatur tempore.
749,Mosquera-Medina S.A.S.,2024-02-17,433014.81,DEBIT,Molestiae necessitatibus saepe explicabo nam culpa.
